,Unnamed: 0,pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_dens,st_teff,st_mass,st_rad,pl_cbflag,pl_eqt,pl_rade,pl_trandur,pl_ratdor,st_lum,st_dens,st_age,st_umbj,pl_kepflag,pl_k2flag,st_dist,st_optmag,pl_facility,pl_disc,pl_locale,pl_telescope,pl_instrument,pl_mnum,pl_pelink
2171,2171,Kepler-943,b,Kepler-943 b,1,49.7701438,,,,,5612.0,0.93,0.91,0,,5.93,0.42021000000000003,,,,4.27,,1,0,1239.0,15.64,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kic_6185331_b/
2172,2172,Kepler-1546,b,Kepler-1546 b,1,19.597497100000002,,,,,5623.0,0.95,0.93,0,,3.13,0.16954,,,,3.72,,1,0,994.0,15.412,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1546_b/
2173,2173,Kepler-928,b,Kepler-928 b,1,3.9324613,,,,,4700.0,0.73,0.7,0,,1.59,0.09159199999999999,,,,4.37,,1,0,532.0,15.32,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-928_b/
2174,2174,Kepler-1029,b,Kepler-1029 b,1,4.41769648,,,,,5030.0,0.82,0.77,0,,1.26,0.079837,,,,4.07,,1,0,422.0,14.31,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1029_b/
2175,2175,Kepler-1366,b,Kepler-1366 b,1,2.16457097,,,,,4070.0,0.62,0.6,0,,1.43,0.0577,,,,3.98,,1,0,395.0,15.877,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1366_b/
2176,2176,Kepler-1057,b,Kepler-1057 b,1,14.08827448,,,,,5987.0,1.07,1.1,0,,3.36,0.173396,,,,3.09,,1,0,1462.0,15.624,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1057_b/
2177,2177,Kepler-92,d,Kepler-92 d,3,49.3568,,0.07,,,5883.0,,1.53,0,,2.0669999999999997,,,,,,,1,0,484.62,11.565,Kepler,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-92_d/
2178,2178,Kepler-92,c,Kepler-92 c,3,26.723000000000003,,,0.019,,5883.0,,1.53,0,,2.6,,,,,,,1,0,484.62,11.565,Kepler,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-92_c/
2179,2179,Kepler-92,b,Kepler-92 b,3,13.749,,,0.20199999999999999,,5883.0,,1.53,0,,3.51,,,,,,,1,0,484.62,11.565,Kepler,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-92_b/
2180,2180,Kepler-700,b,Kepler-700 b,1,80.87206390000001,,,,,5692.0,0.98,0.96,0,,5.99,0.46308,,,,4.37,,1,0,1061.0,15.200999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-700_b/
2181,2181,Kepler-1641,b,Kepler-1641 b,2,19.672266,,,,,6152.0,1.12,1.19,0,,3.11,0.19858,,,,3.02,,1,0,961.0,14.263,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1641_b/
2182,2182,Kepler-1641,c,Kepler-1641 c,2,32.657212,,,,,6152.0,1.12,1.19,0,,2.95,0.24925,,,,3.02,,1,0,961.0,14.263,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1641_c/
2183,2183,Kepler-1158,b,Kepler-1158 b,1,13.5396293,,,,,6203.0,1.41,1.95,0,,2.34,0.18075,,,,2.88,,1,0,1258.0,13.628,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1158_b/
2184,2184,Kepler-1627,b,Kepler-1627 b,1,7.20283653,,,,,5445.0,0.87,0.84,0,,3.69,0.12025,,,,4.68,,1,0,311.0,13.027999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1627_b/
2185,2185,Kepler-1288,b,Kepler-1288 b,1,2.76122421,,,,,6132.0,1.2,1.29,0,,1.12,0.15258,,,,2.88,,1,0,715.0,13.321,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1288_b/
2186,2186,Kepler-557,b,Kepler-557 b,1,3.70598955,,,,,6068.0,1.11,1.16,0,,2.67,0.21266300000000002,,,,3.24,,1,0,1126.0,14.640999999999998,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-557_b/
2187,2187,Kepler-929,b,Kepler-929 b,1,0.92103214,,,,,5869.0,1.01,1.02,0,,1.11,0.10560399999999999,,,,3.47,,1,0,820.0,14.542,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-929_b/
2188,2188,Kepler-638,b,Kepler-638 b,1,6.07972888,,,,,5382.0,0.88,0.93,0,,1.83,0.305962,,,,11.75,,1,0,426.0,13.532,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-638_b/
2189,2189,Kepler-520,c,Kepler-520 c,2,5.21104261,,,,,6112.0,1.1,1.09,0,,1.07,0.137546,,,,2.04,,1,0,492.0,12.797,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-520_c/
2190,2190,Kepler-520,b,Kepler-520 b,2,19.67416124,,,,,6112.0,1.1,1.09,0,,1.66,0.14993800000000002,,,,2.04,,1,0,492.0,12.797,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-520_b/
2191,2191,Kepler-170,c,Kepler-170 c,2,16.665863,0.131,,,,5679.0,,1.03,0,,2.86,0.175,,,,,,1,0,754.64,14.387,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-170_c/
2192,2192,Kepler-170,b,Kepler-170 b,2,7.930592,0.08,,,,5679.0,,1.03,0,,3.2,0.1533,,,,,,1,0,754.64,14.387,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-170_b/
2193,2193,Kepler-907,b,Kepler-907 b,1,15.86621821,,,,,6106.0,1.08,1.38,0,,1.2,0.172929,,,,5.37,,1,0,352.0,11.049000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-907_b/
2194,2194,Kepler-701,b,Kepler-701 b,1,10.35533177,,,,,5343.0,0.88,0.84,0,,2.84,0.142817,,,,4.47,,1,0,755.0,15.017999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-701_b/
2195,2195,Kepler-444,e,Kepler-444 e,5,7.743492999999999,0.0696,0.1,,,5046.0,0.76,0.75,0,,0.546,,19.913,,2.4930000000000003,11.23,,1,0,36.48,8.88,Kepler,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-444_e/
2196,2196,Kepler-444,f,Kepler-444 f,5,9.740486,0.0811,0.29,,,5046.0,0.76,0.75,0,,0.741,,23.205,,2.4930000000000003,11.23,,1,0,36.48,8.88,Kepler,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-444_f/
2197,2197,Kepler-444,c,Kepler-444 c,5,4.545884099999999,0.04881,0.31,,,5046.0,0.76,0.75,0,,0.49700000000000005,,13.960999999999999,,2.4930000000000003,11.23,,1,0,36.48,8.88,Kepler,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-444_c/
2198,2198,Kepler-444,b,Kepler-444 b,5,3.6001053,0.04178,0.16,,,5046.0,0.76,0.75,0,,0.40299999999999997,,11.950999999999999,,2.4930000000000003,11.23,,1,0,36.48,8.88,Kepler,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-444_b/
2199,2199,Kepler-444,d,Kepler-444 d,5,6.189392,0.06,0.18,,,5046.0,0.76,0.75,0,,0.53,,17.151,,2.4930000000000003,11.23,,1,0,36.48,8.88,Kepler,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-444_d/
2200,2200,Kepler-776,b,Kepler-776 b,1,4.89718784,,,,,5071.0,0.83,0.78,0,,1.28,0.07496,,,,4.37,,1,0,727.0,15.456,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-776_b/
2201,2201,Kepler-1147,b,Kepler-1147 b,1,10.62784997,,,,,5941.0,1.09,1.14,0,,2.61,0.20888,,,,3.8,,1,0,1476.0,15.401,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1147_b/
2202,2202,Kepler-1368,b,Kepler-1368 b,1,0.67564949,,,,,5906.0,1.07,1.08,0,,1.65,0.079312,,,,3.47,,1,0,1750.0,15.892000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1368_b/
2203,2203,Kepler-1499,b,Kepler-1499 b,1,44.2008,,,,,5097.0,0.82,0.78,0,,1.19,0.19492,,,,4.68,,1,0,310.0,13.509,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1499_b/
2204,2204,Kepler-702,b,Kepler-702 b,1,10.52629406,,,,,5419.0,0.9,0.86,0,,9.17,0.10505,,,,4.47,,1,0,892.0,15.305,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-702_b/
2205,2205,Kepler-494,b,Kepler-494 b,1,8.02511821,,,,,6007.0,1.1,1.26,0,,7.14,0.221621,,,,4.79,,1,0,862.0,14.152999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-494_b/
2206,2206,Kepler-1418,b,Kepler-1418 b,1,22.476442499999997,,,,,4770.0,0.77,0.72,0,,1.66,0.1483,,,,3.63,,1,0,499.0,15.037,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1418_b/
2207,2207,Kepler-1338,b,Kepler-1338 b,1,0.93511806,,,,,5909.0,1.04,1.05,0,,0.92,0.06425,,,,3.8,,1,0,619.0,13.615,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1338_b/
2208,2208,Kepler-775,b,Kepler-775 b,1,0.97486893,,,,,5468.0,0.92,0.84,0,,1.19,0.066562,,,,1.86,,1,0,400.0,13.507,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-775_b/
2209,2209,Kepler-1059,b,Kepler-1059 b,1,3.76419105,,,,,4906.0,0.75,0.72,0,,1.73,0.08581699999999999,,,,5.37,,1,0,673.0,15.484000000000002,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1059_b/
2210,2210,Kepler-1230,b,Kepler-1230 b,1,9.95661537,,,,,5961.0,1.06,1.08,0,,2.71,0.1196,,,,3.47,,1,0,1433.0,15.309000000000001,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1230_b/
2211,2211,Kepler-639,b,Kepler-639 b,1,10.21420496,,,,,5896.0,1.14,1.29,0,,2.38,0.24399200000000001,,,,4.37,,1,0,680.0,13.335999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-639_b/
2212,2212,Kepler-501,b,Kepler-501 b,1,5.64067757,,,,,5904.0,1.03,1.04,0,,4.3,0.1209,,,,3.31,,1,0,1044.0,14.762,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-501_b/
2213,2213,HD 136418,b,HD 136418 b,1,464.29999000000004,1.29,0.25,2.14,,4989.0,1.48,3.78,0,,,,,,,,,0,0,105.49,7.879,W. M. Keck Observatory,2009,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_136418_b/
2214,2214,Kepler-1554,b,Kepler-1554 b,1,198.088774,,,,,5297.0,0.84,0.81,0,,2.9,0.33838,,,,4.68,,1,0,982.0,15.717,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1554_b/
2215,2215,Kepler-703,b,Kepler-703 b,1,4.58352176,,,,,6185.0,1.18,1.27,0,,8.2,0.11312,,,,2.69,,1,0,1482.0,15.287,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-703_b/
2216,2216,Kepler-1478,b,Kepler-1478 b,1,26.084059399999997,,,,,5904.0,1.04,1.06,0,,1.73,0.28021,,,,3.98,,1,0,1405.0,15.44,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1478_b/
2217,2217,Kepler-171,d,Kepler-171 d,3,39.595519,0.223,,,,5642.0,,0.84,0,,1.89,0.2631,,,,,,1,0,885.43,14.883,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-171_d/
2218,2218,Kepler-171,b,Kepler-171 b,3,4.166972,0.05,,,,5642.0,,0.84,0,,2.34,0.1142,,,,,,1,0,885.43,14.883,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-171_b/
2219,2219,Kepler-171,c,Kepler-171 c,3,11.463462,0.098,,,,5642.0,,0.84,0,,2.56,0.1069,,,,,,1,0,885.43,14.883,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-171_c/
2220,2220,Kepler-353,b,Kepler-353 b,2,5.795278,0.051,,,,3903.0,,0.5,0,,0.89,0.091,,,,,,1,0,388.92,15.773,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-353_b/
2221,2221,Kepler-353,c,Kepler-353 c,2,8.410894,0.065,,,,3903.0,,0.5,0,,1.38,0.0939,,,,,,1,0,388.92,15.773,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-353_c/
2222,2222,Kepler-912,b,Kepler-912 b,1,2.53475627,,,,,5998.0,1.07,1.11,0,,2.8,0.183954,,,,3.16,,1,0,1265.0,15.341,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-912_b/
2223,2223,Kepler-204,c,Kepler-204 c,2,25.660593,0.17300000000000001,,,,5812.0,,1.24,0,,1.79,0.1826,,,,,,1,0,700.59,13.909,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-204_c/
2224,2224,Kepler-204,b,Kepler-204 b,2,14.400974,0.11699999999999999,,,,5812.0,,1.24,0,,2.53,0.1627,,,,,,1,0,700.59,13.909,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-204_b/
2225,2225,Kepler-269,b,Kepler-269 b,2,5.326718,0.061,,,,5847.0,,0.96,0,,2.47,0.1411,,,,,,1,0,2418.83,15.808,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-269_b/
2226,2226,Kepler-269,c,Kepler-269 c,2,8.127899000000001,0.081,,,,5847.0,,0.96,0,,1.69,0.1625,,,,,,1,0,2418.83,15.808,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-269_c/
2227,2227,Kepler-1370,b,Kepler-1370 b,2,20.2641684,,,,,6202.0,1.19,1.29,0,,1.84,0.17854,,,,2.88,,1,0,878.0,13.700999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1370_b/
2228,2228,Kepler-1370,c,Kepler-1370 c,2,7.44142113,,,,,6202.0,1.19,1.29,0,,1.27,0.19712000000000002,,,,2.88,,1,0,878.0,13.700999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1370_c/
2229,2229,Kepler-797,b,Kepler-797 b,1,27.07237711,,,,,5680.0,0.96,0.95,0,,2.17,0.28929,,,,3.89,,1,0,752.0,14.556,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-797_b/
2230,2230,Kepler-1505,b,Kepler-1505 b,1,30.860936600000002,,,,,5686.0,0.93,0.86,0,,0.93,0.17121,,,,1.7,,1,0,359.0,12.988,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1505_b/
2231,2231,Kepler-242,c,Kepler-242 c,2,14.496481,0.109,,,,5020.0,,0.85,0,,2.0,0.1343,,,,,,1,0,610.6,15.376,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-242_c/
2232,2232,Kepler-242,b,Kepler-242 b,2,8.20395,0.075,,,,5020.0,,0.85,0,,2.61,0.1142,,,,,,1,0,610.6,15.376,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-242_b/
2233,2233,Kepler-705,b,Kepler-705 b,1,56.056053799999994,,,,,3722.0,0.53,0.51,0,,2.11,0.19146,,,,3.89,,1,0,251.0,15.849,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-705_b/
2234,2234,Kepler-172,b,Kepler-172 b,4,2.940309,0.04,,,,5526.0,,1.08,0,,2.35,0.1081,,,,,,1,0,848.56,14.532,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-172_b/
2235,2235,Kepler-172,e,Kepler-172 e,4,35.118736,0.21100000000000002,,,,5526.0,,1.08,0,,2.76,0.1483,,,,,,1,0,848.56,14.532,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-172_e/
2236,2236,Kepler-172,d,Kepler-172 d,4,14.627119,0.11800000000000001,,,,5526.0,,1.08,0,,2.25,0.1475,,,,,,1,0,848.56,14.532,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-172_d/
2237,2237,Kepler-172,c,Kepler-172 c,4,6.388996,0.068,,,,5526.0,,1.08,0,,2.86,0.1412,,,,,,1,0,848.56,14.532,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-172_c/
2238,2238,Kepler-1649,b,Kepler-1649 b,1,8.68909,0.0514,0.0,,,3240.0,0.22,0.25,0,,1.08,0.0431542,60.6,,,,,1,0,92.43,17.131,Kepler,2017,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1649_b/
2239,2239,Kepler-206,b,Kepler-206 b,3,7.781986999999999,0.078,,,,5764.0,,1.19,0,,1.2,0.1518,,,,,,1,0,604.81,13.484000000000002,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-206_b/
2240,2240,Kepler-206,d,Kepler-206 d,3,23.44281,0.163,,,,5764.0,,1.19,0,,1.19,0.2245,,,,,,1,0,604.81,13.484000000000002,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-206_d/
2241,2241,Kepler-206,c,Kepler-206 c,3,13.137471,0.111,,,,5764.0,,1.19,0,,1.77,0.1987,,,,,,1,0,604.81,13.484000000000002,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-206_c/
2242,2242,Kepler-704,b,Kepler-704 b,1,3.76182115,,,,,5616.0,0.97,0.96,0,,2.61,0.141275,,,,5.13,,1,0,1054.0,15.257,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-704_b/
2243,2243,Kepler-205,c,Kepler-205 c,2,20.306546,0.122,,,,4321.0,,0.55,0,,1.64,0.1197,,,,,,1,0,160.46,13.505999999999998,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-205_c/
2244,2244,Kepler-205,b,Kepler-205 b,2,2.75564,0.032,,,,4321.0,,0.55,0,,1.51,0.0812,,,,,,1,0,160.46,13.505999999999998,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-205_b/
2245,2245,Kepler-539,b,Kepler-539 b,2,125.63243,0.4988,0.39,0.97,2.9,5820.0,1.05,0.95,0,388.0,8.373,,94.60738,,1.713,,,1,0,310.01,12.390999999999998,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-539_b/
2246,2246,Kepler-539,c,Kepler-539 c,2,1000.0,2.42,0.5,2.4,,5820.0,1.05,0.95,0,253.0,,,,,1.713,,,1,0,310.01,12.390999999999998,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-539_c/
2247,2247,Kepler-56,d,Kepler-56 d,3,1002.0,2.16,0.2,5.61,,4840.0,1.32,4.23,0,,,,,,0.0246,3.5,,1,0,936.96,12.44,Multiple Observatories,2016,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/kepler-56_d/
2248,2248,Kepler-56,c,Kepler-56 c,3,21.40239,0.1652,,0.57,1.06,4840.0,1.32,4.23,0,,9.8,,,,0.0246,3.5,,1,0,936.96,12.44,Kepler,2012,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-56_c/
2249,2249,Kepler-56,b,Kepler-56 b,3,10.5016,0.1028,,0.07,0.442,4840.0,1.32,4.23,0,,6.51,,,,0.0246,3.5,,1,0,936.96,12.44,Kepler,2012,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-56_b/
2250,2250,Kepler-1227,b,Kepler-1227 b,1,94.2887577,,,,,5747.0,0.97,0.95,0,,2.29,0.17267000000000002,,,,4.17,,1,0,667.0,14.183,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1227_b/
2251,2251,Kepler-173,b,Kepler-173 b,2,4.263742,0.048,,,,6031.0,,0.95,0,,1.29,0.0942,,,,,,1,0,853.39,14.209000000000001,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-173_b/
2252,2252,Kepler-173,c,Kepler-173 c,2,8.005777,0.07400000000000001,,,,6031.0,,0.95,0,,2.43,0.1304,,,,,,1,0,853.39,14.209000000000001,Kepler,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-173_c/
2253,2253,Kepler-483,b,Kepler-483 b,1,30.229104,,,,,6346.0,1.28,1.47,0,,3.21,0.269408,,,,2.63,,1,0,953.0,13.432,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-483_b/
2254,2254,KOI-94,b,KOI-94 b,4,3.743208,0.05119,0.25,0.033,10.1,6182.0,1.28,1.52,0,1486.0,1.71,,7.25,0.479,,3.16,,1,0,483.65,12.205,Kepler,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-89_b/
2255,2255,KOI-94,d,KOI-94 d,4,22.342989000000003,0.1684,0.022000000000000002,0.33399999999999996,0.363,6182.0,1.28,1.52,0,806.0,11.27,,23.8,0.479,,3.16,,1,0,483.65,12.205,Kepler,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-89_d/
2256,2256,KOI-94,e,KOI-94 e,4,54.32031,0.3046,0.019,0.11,0.6,6182.0,1.28,1.52,0,584.0,6.56,,43.1,0.479,,3.16,,1,0,483.65,12.205,Kepler,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-89_e/
2257,2257,KOI-94,c,KOI-94 c,4,10.423648,0.1013,0.43,0.049,0.91,6182.0,1.28,1.52,0,1012.0,4.32,,14.3,0.479,,3.16,,1,0,483.65,12.205,Kepler,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-89_c/
2258,2258,Kepler-965,b,Kepler-965 b,1,134.25272980000003,,,,,5886.0,1.05,1.15,0,,3.38,0.37938,,,,5.5,,1,0,618.0,13.35,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-965_b/
2259,2259,Kepler-1359,b,Kepler-1359 b,1,59.497095200000004,,,,,4709.0,0.78,0.72,0,,2.83,0.23342,,,,2.34,,1,0,669.0,15.767999999999999,Kepler,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1359_b/
2260,2260,Kepler-449,b,Kepler-449 b,2,12.582419999999999,,0.03,,,,0.97,1.47,0,,2.056,,,,0.439,,,1,0,279.0,11.411,Kepler,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-449_b/
2261,2261,Kepler-449,c,Kepler-449 c,2,33.6727,,0.05,,,,0.97,1.47,0,,2.764,,,,0.439,,,1,0,279.0,11.411,Kepler,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-449_c/
2262,2262,Kepler-11,d,Kepler-11 d,6,22.6845,0.155,0.004,0.023,1.28,5663.0,0.96,1.06,0,,3.12,0.2328,31.39,,1.122,8.5,,1,0,658.59,14.2,Kepler,2010,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-11_d/
2263,2263,Kepler-11,e,Kepler-11 e,6,31.9996,0.195,0.012,0.025,0.58,5663.0,0.96,1.06,0,,4.19,0.1735,39.48,,1.122,8.5,,1,0,658.59,14.2,Kepler,2010,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-11_e/
2264,2264,Kepler-11,f,Kepler-11 f,6,46.6888,0.25,0.013000000000000001,0.006,0.69,5663.0,0.96,1.06,0,,2.49,0.268,50.79,,1.122,8.5,,1,0,658.59,14.2,Kepler,2010,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-11_f/
