,Unnamed: 0,pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_dens,st_teff,st_mass,st_rad,pl_cbflag,pl_eqt,pl_rade,pl_trandur,pl_ratdor,st_lum,st_dens,st_age,st_umbj,pl_kepflag,pl_k2flag,st_dist,st_optmag,pl_facility,pl_disc,pl_locale,pl_telescope,pl_instrument,pl_mnum,pl_pelink
358,358,OGLE-2005-BLG-390L,b,OGLE-2005-BLG-390L b,1,3285.0,2.6,,0.017,,,0.22,,0,50.0,,,,,,,,0,0,6600.0,,OGLE,2005,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2005-390l_b/
359,359,WASP-184,b,WASP-184 b,1,5.1817,0.0627,0.0,0.57,0.32,6000.0,1.23,1.65,0,1480.0,14.908,0.19899999999999998,8.19,,0.38,4.7,,0,0,640.0,,WASP-South,2019,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,
360,360,OGLE-2013-BLG-1721L,b,OGLE-2013-BLG-1721L b,1,,2.6,,0.64,,,0.46,,0,,,,,,,,,0,0,6300.0,,OGLE,2017,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2013-blg-1721l_b/
361,361,OGLE-2017-BLG-1434L,b,OGLE-2017-BLG-1434L b,1,,1.18,,0.013999999999999999,,,0.23,,0,,,,,,,,,0,0,860.0,,OGLE,2018,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2017-blg-1434l_b/
362,362,OGLE-2016-BLG-1195L,b,OGLE-2016-BLG-1195L b,1,,1.16,,0.0045,,,0.08,,0,,,,,,,,,0,0,3910.0,,OGLE,2017,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2016-blg-1195l_b/
363,363,MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,1,,3.3,,4.1,,,0.56,,0,,,,,,,,,0,0,3300.0,,MOA,2013,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2008-blg-379l_b/
364,364,WASP-72,b,WASP-72 b,1,2.21673,,0.0,2.3,,6250.0,2.78,2.18,0,,14.46,,4.61,,0.38,,,0,0,440.17,10.88,SuperWASP,2012,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-72_b/
365,365,OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,2,1788.5,2.3,,0.73,,,0.51,,0,,,,,,,,,0,0,1510.0,,OGLE,2008,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2006-109l_b/
366,366,OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,2,4927.5,4.5,0.15,0.27,,,0.51,,0,,,,,,,,,0,0,1510.0,,OGLE,2008,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2006-109l_c/
367,367,HATS-16,b,HATS-16 b,1,2.686502,0.03744,0.0,3.27,1.86,5738.0,0.97,1.24,0,1592.0,14.572000000000001,0.1092,6.5,0.17300000000000001,0.72,9.5,,0,0,774.0,13.834000000000001,HATSouth,2016,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-16_b/
368,368,MXB 1658-298,b,MXB 1658-298 b,1,760.0,1.6130000000000002,,23.7,,,1.98,,1,,,,,,,,,0,0,,,Multiple Observatories,2017,Space,Multiple Telescopes,Multiple Instruments,0,
369,369,HATS-39,b,HATS-39 b,1,4.5776348,0.060070000000000005,0.275,0.63,0.20199999999999999,6572.0,1.38,1.62,0,1645.0,17.598,0.1555,7.97,0.64,0.457,2.06,,0,0,773.0,12.745999999999999,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-39_b/
370,370,HD 165155,b,HD 165155 b,1,434.5,1.13,0.2,2.89,,5426.0,1.02,0.95,0,,,,,-0.155,,11.0,,0,0,63.47,9.36,Multiple Observatories,2016,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_165155_b/
371,371,HD 43197,b,HD 43197 b,1,327.8,0.92,0.83,0.6,,5508.0,0.96,1.0,0,,,,,-0.13699999999999998,,,,0,0,56.3,8.98,La Silla Observatory,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_43197_b/
372,372,OGLE-TR-10,b,OGLE-TR-10 b,1,3.1012779999999998,0.0434,,0.62,0.4,5950.0,1.14,1.17,0,,14.011,,,0.188,,,,0,0,1386.23,14.93,OGLE,2004,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-tr-10_b/
373,373,OGLE-2013-BLG-0341L B,b,OGLE-2013-BLG-0341L B b,1,,0.883,,0.0073,,,0.15,,0,,,,,,,,,0,0,1161.0,,OGLE,2014,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2013-blg-0341l_b/
374,374,OGLE-2018-BLG-0740L,b,OGLE-2018-BLG-0740L b,1,5480.0,6.1,0.0,4.8,,5912.0,1.0,,0,,,,,,,,,0,0,3200.0,,OGLE,2019,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2018-blg-0740l_b/
375,375,OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,1,,1.6,,0.47,,,0.29,,0,,,,,,,,,0,0,6700.0,,OGLE,2016,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2012-blg-0724l_b/
376,376,HD 169830,c,HD 169830 c,2,2102.0,3.6,0.33,4.04,,6299.0,1.4,,0,,,,,0.662,,2.8,,0,0,37.64,5.902,La Silla Observatory,2003,Ground,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_169830_c/
377,377,HD 169830,b,HD 169830 b,2,225.62,0.81,0.31,2.88,,6299.0,1.4,,0,,,,,0.662,,2.8,,0,0,37.64,5.902,La Silla Observatory,2000,Ground,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_169830_b/
378,378,HATS-64,b,HATS-64 b,1,4.9088970000000005,0.06562,0.151,0.96,0.245,6554.0,1.56,2.11,0,1793.0,18.82,0.2419,6.68,0.867,0.23399999999999999,1.861,,0,0,1083.0,12.924000000000001,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-64_b/
379,379,MOA-bin-1L,b,MOA-bin-1L b,1,,8.3,,3.7,,,0.75,,0,,,,,,,,,0,0,5100.0,,MOA,2012,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-bin-1_b/
380,380,HATS-40,b,HATS-40 b,1,3.2642736,0.04997,0.312,1.59,0.49,6460.0,1.56,2.26,0,2101.0,17.71,0.2221,4.74,0.903,0.18899999999999997,2.07,,0,0,1431.0,13.377,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-40_b/
381,381,MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,1,,0.95,,0.62,,,0.15,,0,,,,,,,,,0,0,6800.0,,MOA,2018,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2016-blg-319l_b/
382,382,OGLE-2012-BLG-0950L,b,OGLE-2012-BLG-0950L b,1,,2.7,,0.11012000000000001,,,0.56,,0,,,,,,,,,0,0,3000.0,,OGLE,2016,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,
383,383,HD 90156,b,HD 90156 b,1,49.77,0.25,0.31,0.057,,5599.0,0.84,,0,,,,,-0.14300000000000002,,4.4,,0,0,21.96,6.92,La Silla Observatory,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_90156_b/
384,384,Fomalhaut,b,Fomalhaut b,1,555530.0,160.0,0.87,,,,1.92,,0,,,,,,,,0.06,0,0,7.7,1.16,Hubble Space Telescope,2008,Space,2.4 m Hubble Space Telescope,ACS Camera,0,http://exoplanet.eu/catalog/fomalhaut_b/
385,385,HATS-22,b,HATS-22 b,1,4.7228124000000005,0.05025,0.079,2.74,3.89,4803.0,0.76,0.69,0,858.0,10.682,0.0913,15.7,-0.6459999999999999,3.28,,,0,0,207.9,13.455,HATSouth,2017,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hats-22_b/
386,386,OGLE-TR-056,b,OGLE-TR-056 b,1,1.2119189,0.02383,,1.39,0.68,6050.0,,,0,2212.0,15.277999999999999,,3.74,0.35,,,,0,0,282.84,15.3,OGLE,2002,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-tr-56_b/
387,387,KMT-2016-BLG-1820L,b,KMT-2016-BLG-1820L b,1,,1.08,,4.57,,,0.04,,0,,,,,,,,,0,0,6260.0,,KMTNet,2018,Ground,1.6 m wide-field telescope,18k Mosaic CCD camera,0,http://exoplanet.eu/catalog/kmt-2016-blg-1820_b/
388,388,MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,1,,0.94,,0.01007,,,0.03,,0,,,,,,,,,0,0,,,MOA,2016,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2013-blg-605l_b/
389,389,KMT-2016-BLG-2142L,b,KMT-2016-BLG-2142L b,1,,0.83,,15.49,,,0.07,,0,,,,,,,,,0,0,7010.0,,KMTNet,2018,Ground,1.6 m wide-field telescope,18k Mosaic CCD camera,0,http://exoplanet.eu/catalog/kmt-2016-blg-2142_b/
390,390,OGLE-2017-BLG-0173L,b,OGLE-2017-BLG-0173L b,1,,3.9130000000000003,,0.01029,,,0.4,,0,,,,,,,,,0,0,4705.0,,OGLE,2018,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2017-blg-0173l_b/
391,391,MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,1,,0.72,,0.83,,,0.3,,0,103.0,,,,,,,,0,0,5800.0,,MOA,2008,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2007-blg-400l_b/
392,392,MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,1,,4.14,,0.09439,,,0.75,,0,,,,,,,,,0,0,7380.0,,MOA,2016,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2011-blg-028l_b/
393,393,UKIRT-2017-BLG-001L,b,UKIRT-2017-BLG-001L b,1,,4.18,,1.28,,,0.81,,0,,,,,,,,,0,0,6300.0,,Mauna Kea Observatory,2018,Ground,3.8m United Kingdom Infrared Telescope (UKIRT),WFCAM,0,http://exoplanet.eu/catalog/ukirt-2017-blg-001_b/
394,394,OGLE-2018-BLG-0596L,b,OGLE-2018-BLG-0596L b,1,,0.97,,0.04383,,,0.23,,0,,,,,,,,,0,0,5650.0,,OGLE,2019,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2018-blg-0596_b/
395,395,SWEEPS-11,b,SWEEPS-11 b,1,1.796,0.03,,9.7,,,1.1,1.45,0,,12.665999999999999,,,,,,,0,0,8500.0,19.83,Hubble Space Telescope,2006,Space,2.4 m Hubble Space Telescope,ACS Camera,0,http://exoplanet.eu/catalog/sweeps-11_b/
396,396,SWEEPS-4,b,SWEEPS-4 b,1,4.2,0.055,,3.8,,,1.24,1.18,0,,9.079,,,,,,,0,0,8500.0,18.8,Hubble Space Telescope,2006,Space,2.4 m Hubble Space Telescope,ACS Camera,0,http://exoplanet.eu/catalog/sweeps-04_b/
397,397,MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,1,,0.69,,0.05662999999999999,,,0.15,,0,,,,,,,,,0,0,4400.0,,MOA,2018,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2011-blg-291_b/
398,398,HATS-18,b,HATS-18 b,1,0.8378399999999999,0.0174,,1.9795,1.1169,5600.0,1.04,1.02,0,2069.0,14.897,0.081,3.658,,,,,0,0,645.0,14.067,Multiple Observatories,2016,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hats-18_b/
399,399,MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,1,,10.2,,8.4,,,0.49,,0,,,,,,,,,0,0,5300.0,,Multiple Observatories,2017,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/moa-2012-blg-006_b/
400,400,KMT-2016-BLG-0212L,b,KMT-2016-BLG-0212L b,1,,2.2,,18.0,,,0.48,,0,,,,,,,,,0,0,6300.0,,KMTNet,2018,Ground,1.6 m wide-field telescope,18k Mosaic CCD camera,0,
401,401,OGLE-2018-BLG-1011L,b,OGLE-2018-BLG-1011L b,2,,1.8,,1.8,,,0.18,,0,,,,,,,,,0,0,7100.0,,OGLE,2019,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2018blg-1011l_b/
402,402,OGLE-2018-BLG-1011L,c,OGLE-2018-BLG-1011L c,2,,0.8,,2.8,,,0.18,,0,,,,,,,,,0,0,7100.0,,OGLE,2019,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2018blg-1011l_c/
403,403,HATS-51,b,HATS-51 b,1,3.3488702000000004,0.04639,0.33,0.768,0.34,5758.0,1.19,1.44,0,1553.0,15.805,0.1384,6.94,0.31,0.56,4.74,,0,0,478.0,12.470999999999998,HATSouth,2017,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-51_b/
404,404,OGLE-2015-BLG-0966L,b,OGLE-2015-BLG-0966L b,1,,2.1,,0.06607,,,0.38,,0,,,,,,,,,0,0,2500.0,,OGLE,2016,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2015-blg-0966l_b/
405,405,OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,1,,1.75,,0.56,,,0.51,,0,,,,,,,,,0,0,6860.0,,OGLE,2016,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2014%3Ablg-1760l_b/
406,406,OGLE-2013-BLG-1761L,b,OGLE-2013-BLG-1761L b,1,,1.8,,2.7,,,0.33,,0,,,,,,,,,0,0,6900.0,,OGLE,2018,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2013-blg-1761l_b/
407,407,OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,1,,4.3,,2.6,,,0.63,,0,,,,,,,,,0,0,5800.0,,OGLE,2004,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2003-blg-235l_b/
408,408,HD 20782,b,HD 20782 b,1,597.0643,1.3649,0.95,1.4878,,5790.0,1.07,1.11,0,,,,,,,,,0,0,36.02,7.4,Anglo-Australian Telescope,2006,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_20782_b/
409,409,HD 20781,e,HD 20781 e,4,85.5073,0.3374,0.06,0.0442,,5256.0,0.7,,0,,,,,-0.31,,,,0,0,35.37,8.48,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,
410,410,HD 20781,d,HD 20781 d,4,29.158,0.1647,0.11,0.0334,,5256.0,0.7,,0,,,,,-0.31,,,,0,0,35.37,8.48,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,
411,411,HD 20781,c,HD 20781 c,4,13.8905,0.1004,0.09,0.0168,,5256.0,0.7,,0,,,,,-0.31,,,,0,0,35.37,8.48,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_20781_c/
412,412,HD 20781,b,HD 20781 b,4,5.3135,0.0529,0.1,0.0061,,5256.0,0.7,,0,,,,,-0.31,,,,0,0,35.37,8.48,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_20781_b/
413,413,HD 45184,b,HD 45184 b,2,5.8854,0.0644,0.07,0.0384,,5869.0,1.03,,0,,,,,0.053,,,,0,0,21.88,6.37,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_45184_b/
414,414,HD 45184,c,HD 45184 c,2,13.1354,0.11,0.07,0.0277,,5869.0,1.03,,0,,,,,0.053,,,,0,0,21.88,6.37,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,
415,415,K2-237,b,K2-237 b,1,2.1805577,0.0353,0.0,1.236,0.37,6099.0,1.23,1.38,0,1838.0,18.405,0.1251,5.502999999999999,,0.6629999999999999,,,0,1,309.5,11.600999999999999,Paranal Observatory,2018,Ground,20 cm Telescope,Andor Ikon-L Camera,0,
416,416,OGLE-2015-BLG-0954L,b,OGLE-2015-BLG-0954L b,1,,1.6,,3.4,,,0.3,,0,,,,,,,,,0,0,600.0,,KMTNet,2016,Ground,1.6 m wide-field telescope,18k Mosaic CCD camera,0,http://exoplanet.eu/catalog/ogle-2015-blg-0954l_b/
417,417,HATS-26,b,HATS-26 b,1,3.3023881,0.04735,0.245,0.65,0.153,6071.0,1.3,2.04,0,1918.0,19.616,0.2173,5.01,0.7040000000000001,0.218,4.04,,0,0,907.0,12.955,HATSouth,2016,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-26_b/
418,418,HD 164604,b,HD 164604 b,1,641.472,1.331,0.35,1.9979200000000001,,4684.0,0.77,,0,,,,,,,,,0,0,39.41,9.7,Las Campanas Observatory,2009,Ground,6.5 m Magellan II Clay Telescope,MIKE Spectrograph,0,http://exoplanet.eu/catalog/hd_164604_b/
419,419,OGLE-2015-BLG-1670L,b,OGLE-2015-BLG-1670L b,1,,2.62,,0.05632,,,0.55,,0,,,,,,,,,0,0,6700.0,,OGLE,2019,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2015-blg-1670l_b/
420,420,K2-147,b,K2-147 b,1,0.961917,0.0159,,,,3672.0,0.58,0.55,0,,1.38,,8.8,-1.2919999999999998,,,,0,1,88.0,14.019,K2,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
421,421,MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,1,,1.1,,4.8,,,0.86,,0,,,,,,,,,0,0,7720.0,,MOA,2012,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2011-blg-293l_b/
422,422,OGLE-2017-BLG-1522L,b,OGLE-2017-BLG-1522L b,1,,0.59,,0.75,,,0.04,,0,,,,,,,,,0,0,,,OGLE,2018,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2017-blg-1522l_b/
423,423,OGLE-2013-BLG-0132L,b,OGLE-2013-BLG-0132L b,1,,3.6,,0.29,,,0.54,,0,,,,,,,,,0,0,3900.0,,OGLE,2017,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2013-blg-0132l_b/
424,424,HD 30669,b,HD 30669 b,1,1684.0,2.69,0.18,0.47,,5400.0,0.92,0.91,0,,,,,,,4.8,,0,0,57.1,9.11,La Silla Observatory,2014,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_30669_b/
425,425,OGLE-2014-BLG-0124L,b,OGLE-2014-BLG-0124L b,1,,3.11,,0.51,,,0.71,,0,,,,,,,,,0,0,4100.0,,OGLE,2015,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2014-blg-0124l_b/
426,426,OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,1,,8.0,,0.19,,,0.41,,0,,,,,,,,,0,0,6100.0,,OGLE,2018,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2011-blg-0173l_b/
427,427,HATS-63,b,HATS-63 b,1,3.0566527000000003,0.040260000000000004,0.136,0.96,0.67,5627.0,0.93,1.07,0,1398.0,13.529000000000002,0.102,8.09,0.012,1.071,10.3,,0,0,634.8,13.892000000000001,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-63_b/
428,428,MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,1,,0.24,,0.10603,,,0.01,,0,,,,,,,,,0,0,7100.0,,MOA,2018,Ground,1.8 m MOA Telescope,MOA CCD Array,0,
429,429,KMT-2017-BLG-0165L,b,KMT-2017-BLG-0165L b,1,,3.45,,0.10697999999999999,,,0.76,,0,,,,,,,,,0,0,4530.0,,KMTNet,2018,Ground,1.6 m wide-field telescope,18k Mosaic CCD camera,0,http://exoplanet.eu/catalog/kmt-2017-blg-0165l_b/
430,430,OGLE-2016-BLG-0613L AB,b,OGLE-2016-BLG-0613L AB b,1,,6.4,,4.18,,,0.72,,1,,,,,,,,,0,0,3410.0,,OGLE,2017,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,
431,431,HD 171238,b,HD 171238 b,1,1532.0,2.57,0.23399999999999999,2.72,,5440.0,0.96,1.01,0,,,,,-0.09,,7.56,,0,0,44.87,8.61,La Silla Observatory,2009,Ground,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_171238_b/
432,432,WASP-17,b,WASP-17 b,1,3.7354300000000005,,0.0,0.78,,6550.0,2.28,1.49,0,,20.961,,8.97,,0.98,,,0,0,410.41,11.6,SuperWASP,2009,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-17_b/
433,433,OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,1,,0.73,,0.72,,,0.1,,0,,,,,,,,,0,0,8200.0,,OGLE,2016,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2015-blg-0051l_b/
434,434,HATS-44,b,HATS-44 b,1,2.7439004000000002,0.036489999999999995,0.27899999999999997,0.56,0.56,5080.0,0.86,0.85,0,1161.0,11.96,0.0688,9.24,-0.39799999999999996,1.98,9.7,,0,0,463.0,14.427999999999999,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-44_b/
435,435,HD 133131 A,b,HD 133131 A b,2,649.0,1.44,0.33,1.42,,5799.0,0.95,,0,,,,,,,9.7,,0,0,47.0,8.4,Las Campanas Observatory,2016,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_133131_a_b/
436,436,HD 133131 A,c,HD 133131 A c,2,3568.0,4.49,0.49,0.42,,5799.0,0.95,,0,,,,,,,9.7,,0,0,47.0,8.4,Las Campanas Observatory,2016,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_133131_a_c/
437,437,HD 133131 B,b,HD 133131 B b,1,5769.0,6.15,0.61,2.5,,5805.0,0.93,,0,,,,,,,9.7,,0,0,47.0,8.42,Las Campanas Observatory,2016,Ground,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,0,http://exoplanet.eu/catalog/hd_133131_b_b/
438,438,MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,1,,1.67,,2.8,,,0.29,,0,,,,,,,,,0,0,6500.0,,MOA,2017,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2016-blg-227l_b/
439,439,OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,1,,0.9,,0.39,,,0.34,,0,,,,,,,,,0,0,1300.0,,OGLE,2015,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2012-blg-0563l_b/
440,440,HD 15337,b,HD 15337 b,2,4.75615,0.0522,0.09,0.02363,9.3,5125.0,0.9,0.86,0,1001.0,1.64,0.10375,13.11,,,5.1,,0,0,44.87,9.088,Transiting Exoplanet Survey Satellite (TESS),2019,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi-402_b/
441,441,HD 15337,c,HD 15337 c,2,17.1784,0.1268,0.05,0.025519999999999998,3.23,5125.0,0.9,0.86,0,642.0,2.39,0.09375,31.87,,,5.1,,0,0,44.87,9.088,Transiting Exoplanet Survey Satellite (TESS),2019,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi-402_c/
442,442,WASP-160 B,b,WASP-160 B b,1,3.7684952000000003,0.0452,0.0,0.278,0.284,5298.0,0.87,0.87,0,1119.0,12.218,0.11850999999999999,11.25,,1.89,9.75,,0,0,284.0,,SuperWASP-South,2018,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-160_b_b/
443,443,HD 47186,b,HD 47186 b,2,4.0845,0.05,0.04,0.07,,5657.0,0.96,1.08,0,,,,,,,,,0,0,37.5,7.626,La Silla Observatory,2008,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_47186_b/
444,444,HD 47186,c,HD 47186 c,2,1353.6,2.395,0.249,0.35061,,5657.0,0.96,1.08,0,,,,,,,,,0,0,37.5,7.626,La Silla Observatory,2008,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_47186_c/
445,445,OGLE-2016-BLG-1190L,b,OGLE-2016-BLG-1190L b,1,1224.0,2.17,,13.38,,,0.88,,0,,,,,,,,,0,0,6770.0,,OGLE,2017,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2016-blg-1190l_b/
446,446,WASP-25,b,WASP-25 b,1,3.7648300000000003,,0.0,0.44,,5750.0,0.67,0.8,0,,11.994000000000002,,11.1,,1.82,,,0,0,212.7,11.88,SuperWASP,2010,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-25_b/
447,447,OGLE-2011-BLG-0265L,b,OGLE-2011-BLG-0265L b,1,,1.89,,0.88,,,0.21,,0,,,,,,,,,0,0,4380.0,,OGLE,2015,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2011-blg-0265l_b/
448,448,MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,1,,1.72,,0.27,,,0.18,,0,,,,,,,,,0,0,6430.0,,MOA,2015,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2010-blg-353l_b/
449,449,MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,1,,4.3,,11.6,,,0.39,,0,,,,,,,,,0,0,7560.0,,MOA,2013,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2011-blg-322l_b/
